record_id,image_seq,subject,subject_middle,section_title,question_no,rank_label,past_exam_refs,question_text,answer_symbol,answer_boolean,explanation_text,source_page_question,source_page_answer,source_image,tags,issue_flag,issue_type,issue_detail,remarks,gpt_check_status,gpt_check_note,human_check_status,human_check_note,final_status
KB2025-063-004,063,行政法,行政法の一般的な法理論,08_即時強制,14,A,,行政上の即時強制は、日常通過の障害を除くという緊急の必要上相手方に義務を命じている暇のない場合や本来相手方に義務を命ずることによっては目的を達成できない場合に限定され、消火活動のための緊縛への立入りに該当する。,○,true,行政上の即時強制は、緊急の必要がある場合に限定され、消火活動のための立入りは適法に実施できるため、この記述は正しい。,228,229,0063.png,行政上の強制措置|即時強制|消防法|法律の根拠|個別法,1,読取揺れ（照合済み）,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「14 ○」から確認。原本照合必須,pending,auto_extracted,GPT復元 2026-04-03,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-063-005,063,行政法,行政法の一般的な法理論,08_即時強制,15,A,,即時強制は法律により個別に根拠づけられている場合にのみ認められるが、いわゆる成田新法（成田国際空港の安全確保に関する緊急措置法）による建物の実力対策、警察官職務執行法による武器の行使がその例である。,×,false,即時強制は法律に基づくものであり、成田新法や警察官職務執行法による措置は即時強制に該当しない場合があるため、本肢は誤りである。,228,229,0063.png,行政上の強制措置|即時強制|警察権の利用|行政強制の限界,1,読取揺れ（照合済み）,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「15 ×」から確認。原本照合必須,pending,auto_extracted,GPT復元 2026-04-03,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-063-006,063,行政法,行政法の一般的な法理論,08_即時強制,16,C,,路上駐車禁止は、それ自体は不作為義務であるが、警察官等は、過失なくして移動を命じる相手方を知ることができない時には、移動命令を発することなく、当該駐車車両を移動することができる。,×,false,路上駐車禁止は不作為義務であるが、警察官が移動を命じる相手方を知ることができない場合、移動命令を発することなく車両を移動することはできない。即時強制には適切な手続きが必要であり、相手方を特定できない場合はその要件を満たさない。,228,229,0063.png,行政上の強制措置|即時強制|C問題,1,読取揺れ,C問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「16 ×」から確認,pending,auto_extracted,GPT復元 2026-04-03,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-064-001,064,行政法,行政法の一般的な法理論,09_行政罰,1,A,,行政罰は、行政上の過去の義務違反に対する制裁であり、義務履行確保の手段としても役立ち得る。,○,true,行政罰とは、過去の義務の義務違反等に対して制裁を科するものである。将来の義務履行を促す執行罰と異なり、行政罰は過去の行為に対する制裁としての性質を持つ。本肢は正しい。,230,231,0064.png,行政罰|定義|過去の義務違反|制裁|執行罰との区別,0,読取揺れ（照合済み）,A問題。問題文はほぼ読み取れたが確認推奨。answer_symbolは右欄「1 ○」から確認。原本照合必須,pending,pending,,vision_verified,Vision照合 2026-04-03,reviewed
KB2025-064-002,064,行政法,行政法の一般的な法理論,09_行政罰,2,A,,行政罰とは、行政法上の義務違反に対し、一般統治権に基づいて、制裁として科される罰をいう。,○,true,行政罰は行政法上の義務違反に対する制裁であり、一般統治権に基づくものであるため、本肢は正しい。,230,231,0064.png,行政罰|行政刑罰|刑事訴訟法|手続|一般刑罰,1,読取揺れ（照合済み）,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「2 ○」から確認。原本照合必須,pending,auto_extracted,GPT復元 2026-04-03,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-064-003,064,行政法,行政法の一般的な法理論,09_行政罰,3,C,,公務員の職務上の義務違反に対する懲戒処分は、行政罰の一種である。,×,false,公務員の懲戒処分は行政罰ではない。懲戒処分は公務員関係（特別権力関係）における内部秩序の維持を目的とするものであり、一般国民を対象とする行政罰とは区別される。本肢は誤り。,230,231,0064.png,行政罰|懲戒処分|公務員|特別権力関係|行政罰との区別|C問題,0,,,,pending,,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-064-004,064,行政法,行政法の一般的な法理論,09_行政罰,4,B,,刑事罰の対象となる行為は、それ自体が反道義性、反社会性を有するものであるのに対し、行政罰の対象となる行為は、行政上の目的のためにする命令禁止に違反するために、反社会性を有するものである。,○,true,刑事罰は反道義性、反社会性を有する行為に対して科されるが、行政罰は行政目的のための命令違反に基づくものであり、反社会性を有する場合が多い。したがって、この説明は正しい。,230,231,0064.png,行政罰|秩序罰|過料|法令の根拠|条例,1,読取揺れ,問題文が小字で正確に読み取れず。answer_symbolは右欄「4 ○」から確認,pending,auto_extracted,GPT復元 2026-04-03,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-064-005,064,行政法,行政法の一般的な法理論,09_行政罰,5,A,,行政罰と執行罰にはいくつかの相違点があるが、過去の行政上の義務違反に対する制裁として科される点では共通している。,×,false,行政罰は罪刑法定主義（法律の留保）に基づき、法律または法律の委任を受けた命令に規定がある場合にのみ科すことができる。法律の根拠なしに行政罰を科すことはできない。本肢は誤り。,230,231,0064.png,行政罰|罪刑法定主義|法律の留保|法律の根拠|命令への委任,1,読取揺れ（照合済み）,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「5 ×」から確認。原本照合必須,pending,auto_extracted,GPT復元 2026-04-03,vision_verified,Vision照合 2026-04-03,reviewed
KB2025-064-006,064,行政法,行政法の一般的な法理論,09_行政罰,6,A,,行政罰には、行政上の秩序を維持するための罰の一種としての過料がある。,○,true,行政罰には行政上の秩序を維持するための過料が含まれ、これは秩序罰として機能するため、本肢は正しい。,230,231,0064.png,行政罰|秩序罰|行政刑罰|制裁|義務履行確保,1,読取揺れ（照合済み）,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「6 ○」から確認。原本照合必須,pending,auto_extracted,GPT復元 2026-04-03,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-064-007,064,行政法,行政法の一般的な法理論,09_行政罰,7,B,,行政上の義務の履行確保手段には、間接的強制手段として、行政罰がある。その中で秩序罰では、届出、通知、登記等の義務を怠った場合などに科される罰である。,×,false,行政罰は直接的な制裁であり、間接的強制手段ではない。秩序罰は、特定の義務を怠った場合に科されるが、これは直接的な制裁であるため、間接的強制手段とは言えない。,230,231,0064.png,行政罰|行政刑罰|秩序罰|間接強制との区別|制裁の性質,1,読取揺れ,問題文が小字で正確に読み取れず。answer_symbolは右欄「7 ×」から確認,pending,auto_extracted,GPT復元 2026-04-03,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-065-001,065,行政法,行政法の一般的な法理論,09_行政罰,8,C,,義務不履行者には刑事罰が科されることが原則であり、罰則の附設強制により行政処分の実効性が確保される。,×,false,義務不履行者に対する制裁は、刑事罰と行政罰で異なる手続きと性質を持つ。原則として、義務不履行に対しては行政上の秩序罰が科されることが多く、刑事罰が原則とは言えない。,232,233,0065.png,行政罰|秩序罰|行政刑罰|刑事訴訟法|手続の差異|C問題,1,Q文修正済み,C問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「8 ×」から確認,pending,done,"危険類型: OCR誤記, Q文逆推測補完, 数値要件不一致 / 不整合チェック: Q文は義務不履行者への秩序罰や罰金限度を述べる仮置き。E文は刑罰と秩序罰の手続・性質差を指摘して×らしい。罰金/過料、刑罰/秩序罰の語の取り違えが核心。 / 画像確認: 左欄で「罰金」か「過料」かを確認。右欄の○×を確認し、解説が刑事手続と秩序罰手続の差を述べるか確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-065-002,065,行政法,行政法の一般的な法理論,09_行政罰,9,A,,「法律なければ、刑罰なし」の原則（罪刑法定主義）は、刑事罰についてのみ適用され、行政罰には適用されない。,×,false,罪刑法定主義は、刑事罰だけでなく行政罰にも適用される。人権保障の観点から、行政手続法においても法定主義が求められるため、この説明は誤りである。,232,233,0065.png,行政罰|罪刑法定主義|人権保障|行政手続法|刑事手続との区別,1,Q文修正済み,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「9 ×」から確認。原本照合必須,pending,done,"危険類型: OCR誤記, Q文逆推測補完 / 不整合チェック: Q文は行政罰に刑事法原則や行政手続法がどう及ぶかを問う仮置き。E文は誤り指摘で×。行政罰の中でも行政刑罰と秩序罰の区別が入りそうで、用語読取りが必要。 / 画像確認: 左欄で「罪刑法定主義」「行政手続法」「刑事法律」等の語を確認。右欄の○×を確認し、どの制度にどの原則が及ぶかの説明を確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-065-003,065,行政法,行政法の一般的な法理論,09_行政罰,10,A,,行政罰のうち秩序罰としての過料を科すためには、法律の根拠を必要としない。,×,false,行政罰のうち秩序罰としての過料を科すためには、法律の根拠が必要である。法律や条例に基づかない過料の科しは認められないため、この説明は誤りである。,232,233,0065.png,行政罰|行政命令への違反|一般刑法との区別|行政刑罰|命令違反,1,Q文修正済み,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「10 ×」から確認。原本照合必須,pending,done,"危険類型: OCR誤記, Q文逆推測補完 / 不整合チェック: Q文は行政命令違反に一般刑法で直ちに処罰できるとする趣旨の可能性。E文は行政罰によるべきとして×らしい。一般刑法と個別法罰則の区別が論点。 / 画像確認: 左欄で「一般刑法上の処罰ができる」などの表現を確認。右欄の○×を確認し、解説が行政刑罰・秩序罰のどちらを示すか確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-065-004,065,行政法,行政法の一般的な法理論,09_行政罰,11,A,,行政罰は、地方公共団体の自治立法である条例により科すことはできない。,×,false,行政罰は地方公共団体の条例に基づいて科すことができる。ただし、法律の根拠が必要であり、条例だけでは不十分であるため、この説明は誤りである。,232,233,0065.png,行政罰|法律の根拠|二重処罰禁止|一事不再理|行政刑罰,1,Q文修正済み,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「11 ×」から確認。原本照合必須,pending,done,"危険類型: OCR誤記, Q文逆推測補完 / 不整合チェック: Q文は行政罰は法令の特段の定めがある場合以外は科せないとする問題の仮置きだが、answer_symbol=×なので、文中に余計な限定や一事不再理の混同がある可能性。Q文全文確認が必要。 / 画像確認: 左欄で「特段の定めがある場合以外」前後の文脈を確認。右欄の○×を確認し、解説が法律の根拠の要否か二重処罰禁止かどちらを論じるか確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-065-005,065,行政法,行政法の一般的な法理論,09_行政罰,12,A,,行政刑罰については、法令に特別の規定がある場合のほかは、原則として刑法総則が適用され、裁判所において刑事訴訟法の定める手続により科される。,○,true,行政刑罰は、法令に特別の規定がない限り、刑法総則が適用されるため、正しい。行政罰は行政目的達成のために必要な場合に法律に従って科される。,232,233,0065.png,行政罰|行政目的|法律の根拠|適用要件,1,Q文修正済み,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「12 ○」から確認。原本照合必須,pending,done,"危険類型: OCR誤記, Q文逆推測補完, 限定語欠落 / 不整合チェック: Q文は行政目的の観点から個別判断で行政罰を科せるとする仮置き。E文は○寄りだが、法律の根拠なしに裁量で科せる趣旨なら誤りになり得る。answer_symbol=○なので限定語確認が必須。 / 画像確認: 左欄で「法律の定めに従って」等の留保があるか確認。右欄の○×が「○」であること、解説が行政目的だけでなく法的根拠にも触れるか確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-065-006,065,行政法,行政法の一般的な法理論,09_行政罰,13,A,,過料は、法律においてのみ規定されているが、普通地方公共団体の長の制定する規則においても定めることはできる。,○,true,地方公共団体は条例によって行政上の秩序罰（過料）を設けることができる（地方自治法14条3項）。また地方公共団体の条例には行政刑罰を規定することも可能である。本肢は正しい。,232,233,0065.png,行政罰|秩序罰|条例|地方自治法14条3項|地方公共団体,1,Q文修正済み,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「13 ○」から確認。原本照合必須,pending,done,危険類型: OCR誤記 / 不整合チェック: Q文は条例による行政罰規定を認める趣旨の可能性。E文は地方自治法14条3項等を根拠に○。answer_symbol=○は自然。刑罰と過料の区別が画像で崩れていないか確認。 / 画像確認: 左欄で「条例」「過料/罰金」等の語を確認。右欄の○×が「○」であること、解説が地方自治法14条3項に触れているか確認。,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-065-007,065,行政法,行政法の一般的な法理論,09_行政罰,14,A,,普通地方公共団体の過料は、普通地方公共団体の長がその旨の行為の形式でこれを科し、地方税の滞納処分の例により徴収される。,×,false,普通地方公共団体の過料は、地方自治法第14条に基づき、条例で定められた手続きに従って科されるため、誤り。地方税の滞納処分の例により徴収されることはない。,232,233,0065.png,行政罰|条例による罰則|地方自治法14条|地方自治法258条|罰則の範囲,1,Q文修正済み,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「14 ×」から確認。原本照合必須,pending,done,"危険類型: OCR誤記, Q文逆推測補完, 数値要件不一致 / 不整合チェック: Q文は条例罰則の範囲を問う仮置き。E文は誤り指摘で×。地方自治法上、懲役・禁錮・罰金・拘留・科料・過料の上限があるため、数値や刑種のOCR誤読に注意。 / 画像確認: 左欄で罰則の種類と上限額・日数を確認。右欄の○×を確認し、解説が地方自治法14条の具体上限を挙げるか確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-065-008,065,行政法,行政法の一般的な法理論,09_行政罰,15,A,,地方自治法に定める過料は、非訟事件手続法の定めるところにより地方裁判所において科される。,×,false,地方公共団体が科す過料は、非訟事件手続法による手続ではなく、条例に基づく手続で科されるため、誤り。,232,233,0065.png,行政罰|過料|非訟事件手続法|地方公共団体|手続,1,Q文修正済み,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「15 ×」から確認。原本照合必須,pending,done,"危険類型: OCR誤記, Q文逆推測補完 / 不整合チェック: Q文は地方公共団体が科す過料の手続を問う仮置き。E文は非訟事件手続によるとして×。answer_symbol=×は自然。手続名のOCR崩れに注意。 / 画像確認: 左欄で「過料」「非訟事件手続」等の語を確認。右欄の○×を確認し、解説が非訟事件手続法を根拠にしているか確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-066-001,066,行政法,行政法の一般的な法理論,09_行政罰,16,A,,行政上の秩序罰とは、行政上の秩序に障害を与える危険がある義務違反に対して科される罰であるが、刑法上の罰ではなく、国の法律違反に対する秩序罰については、非訟事件手続法の定めるところにより、所定の裁判所によって科される。,○,true,行政上の秩序罰（過料）は、行政上の秩序維持のために義務違反者に対して科せられる金銭罰であり、法律だけでなく地方公共団体の条例によっても定めることができる（地方自治法14条3項）。本肢は正しい。,234,235,0066.png,行政罰|秩序罰|過料|条例|地方自治法14条3項|地方公共団体,1,Q文修正済み,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「16 ○」から確認。原本照合必須,pending,done,"危険類型: OCR誤記, Q文逆推測補完。 不整合チェック: 行政上の秩序罰（過料）は条例でも定め得るという趣旨なら、E文と整合し answer_symbol=○ の可能性が高い。 画像確認指示: 画像では左欄16の『条例』『過料』『秩序罰』の語、右欄16の○表記を確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-066-002,066,行政法,行政法の一般的な法理論,09_行政罰,17,A,,行政上の秩序罰として行政庁が過料を科すことがあるが、これについては、刑法総則の適用はない。,○,true,行政上の秩序罰（過料）は刑罰ではないため、刑事訴訟法の手続によるのではなく、非訟事件手続法の定める手続によって科される。本肢は正しい。,234,235,0066.png,行政罰|秩序罰|過料|非訟事件手続法|刑事訴訟法不適用|手続,1,Q文修正済み,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「17 ○」から確認。原本照合必須,pending,done,"危険類型: OCR誤記, Q文逆推測補完。 不整合チェック: 秩序罰は刑罰でないため刑事訴訟法ではなく非訟事件手続で科す趣旨なら、E文と整合し answer_symbol=○。 画像確認指示: 画像では左欄17の『刑罰ではない』『非訟事件手続法』の語、右欄17の○表記を確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-066-003,066,行政法,行政法の一般的な法理論,09_行政罰,18,A,,過料は、刑法総則の適用はないが、これを科すには刑事訴訟法に定める手続による必要がある。,×,false,過料は行政罰であり、刑法総則の適用はないが、刑事訴訟法に基づく手続は必要ないため、誤り。,234,235,0066.png,行政罰|行政刑罰|通告制|刑事訴訟法|反則金制度,1,Q文修正済み,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「18 ○」から確認。原本照合必須,pending,done,"危険類型: OCR誤記, Q文逆推測補完。 不整合チェック: 行政刑罰の通告制や反則金制度に関する問題と思われる。E文が正しい方向なので、Q文が通告制の位置づけを通常どおり述べているか確認したい。 画像確認指示: 画像では左欄18の『通告制』『反則金』『行政刑罰』の語、右欄18の○表記を確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-066-004,066,行政法,行政法の一般的な法理論,09_行政罰,19,A,,行政刑罰には刑事罰とは異なって、違反行為者だけでなく、その使用者や事業主にも科罰する規定が置かれる場合がある。,○,true,行政刑罰には、違反行為者だけでなく、その使用者や事業主にも科罰する規定があるため、正しい。,234,235,0066.png,行政罰|両罰規定|法人と個人|罰則の差異,1,Q文修正済み,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「19 ×」から確認。原本照合必須,pending,done,"危険類型: OCR誤記, Q文逆推測補完。 不整合チェック: 両罰規定で法人と行為者に同一内容の罰則が当然に科されるとする記述なら、E文と衝突し answer_symbol=× と整合。 画像確認指示: 画像では左欄19の『両罰規定』『同一の罰則』『法人』の語、右欄19の×表記を確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-066-005,066,行政法,行政法の一般的な法理論,09_行政罰,20,A,,行政上の秩序罰としての過料と行政刑罰とは、併科することができないとするのが最高裁判所の判例の立場である。,×,false,最高裁判所の判例では、行政罰と他の制裁は併科できるため、誤り。,234,235,0066.png,行政罰|罰則の競合|行政刑罰|制裁の競合,1,Q文修正済み,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「20 ×」から確認。原本照合必須,pending,done,"危険類型: OCR誤記, Q文逆推測補完。 不整合チェック: 行政罰と他の制裁・他罪名との競合処理に関する誤記の可能性がある。E文は誤り方向なので、Q文が競合処理を断定し過ぎていないか確認が必要。 画像確認指示: 画像では左欄20の競合対象（他法規・他事業者・二重処罰など）と否定語、右欄20の×表記を確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-066-006,066,行政法,行政法の一般的な法理論,09_行政罰,21,B,,行政罰は、懲戒罰と併科することができる。,○,true,過料（秩序罰）は刑事訴訟法上の手続による刑事裁判ではなく、非訟事件手続法の定める非訟手続（過料事件）によって科される。刑事訴訟の手続を経る必要はない。本肢は誤り。,234,235,0066.png,行政罰|秩序罰|過料|非訟事件手続法|刑事訴訟法不適用|最高裁,1,Q文修正済み,問題文が小字で正確に読み取れず。answer_symbolは右欄「21 ×」から確認,pending,done,"危険類型: OCR誤記, Q文逆推測補完。 不整合チェック: 過料を刑事裁判や最高裁判所の判決で科すとする記述なら、E文と正面衝突し answer_symbol=× と整合。 画像確認指示: 画像では左欄21の『最高裁判所』『判決』『過料』の語、右欄21の×表記を確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-066-007,066,行政法,行政法の一般的な法理論,09_行政罰,22,A,,行政刑罰は、執行罰と同様に、同一事実に対してその目的を達するまで繰り返し科すことができる。,×,false,行政罰は同一義務違反に対して繰り返し科すことはできないため、誤り。,234,235,0066.png,行政罰|秩序罰|反復適用|一事不再理|執行罰との区別,1,Q文修正済み,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「22 ×」から確認。原本照合必須,pending,done,"危険類型: OCR誤記, Q文逆推測補完。 不整合チェック: 秩序罰を同一違反に対して反復して科すことができるとする記述なら、E文の説明と矛盾し answer_symbol=× の可能性が高い。 画像確認指示: 画像では左欄22の『繰り返し』『同一義務違反』『秩序罰』の語、右欄22の×表記を確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-068-001,068,行政法,行政手続法,01_目的・対象,1,A,,「命令制定手続」、「申請に対する処分手続」、「計画策定手続」等のうち、行政手続法の規律対象となっていない手続は、「計画策定手続」である。,○,true,行政手続法における規定対象手続は、「申請に対する処分」（第2章）・「不利益処分」（第3章）・「行政指導」（第4章）・「届出」（第5章）・「命令等制定手続」（第6章）であり、「行政審査手続」（審査請求等）は規律対象とされていない。本肢は正しい。,238,239,0068.png,行政手続法|規律対象|申請に対する処分|不利益処分|行政指導|届出|命令等制定手続|審査手続不適用,0,読取揺れ（照合済み）,A問題。問題文はほぼ読み取れたが確認推奨。answer_symbolは右欄「1 ○」から確認。原本照合必須,pending,pending,,vision_verified,Vision照合 2026-04-03,reviewed
KB2025-068-002,068,行政法,行政手続法,01_目的・対象,2,A,,行政手続法は、行政契約について定めを設け定めており、国は、それに基づする行政契約の締結及び履行にあたっては、行政契約に関して同法の定める手続に従わなければならない。,×,false,行政手続法は、処分・行政指導・届出等の手続の適正を図り権利利益の保護に資することを目的とするものであり（行政手続法1条）、行政上の基本的な手続規律の全てを包括するものではない。本肢の記述は誤り。,238,239,0068.png,行政手続法|目的|適用範囲|規律対象|権利利益の保護,1,読取揺れ（照合済み）,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「2 ×」から確認。原本照合必須,pending,auto_extracted,GPT復元 2026-04-03,vision_verified,Vision照合 2026-04-03,reviewed
KB2025-068-003,068,行政法,行政手続法,01_目的・対象,3,A,,行政手続法においては、行政調査を行う場合、調査の遂行を速やに支障を及ぼすと認められない限り、調査の日時、場所、目的等の項目を事前に通知しなければならないとされている。,×,false,行政手続法は、処分・行政指導・届出に関する手続の適正を図り、もって権利利益の保護に資することを目的とする（行政手続法1条）。行政上の強制措置については行政代執行法等によるのが基本であり、各省庁の調整のための法律ではない。本肢は誤り。,238,239,0068.png,行政手続法|目的|行政手続法1条|権利利益の保護|適正手続,1,読取揺れ（照合済み）,A問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「3 ×」から確認。原本照合必須,pending,auto_extracted,GPT復元 2026-04-03,vision_verified,Vision照合 2026-04-03,reviewed
KB2025-068-004,068,行政法,行政手続法,01_目的・対象,4,B,,行政手続法は、その第1条（目的）で行政運営における公正の確保・透明性の向上を規定し、説明責任（アカウンタビリティ）を明示している。,×,false,行政手続法第1条（目的）は「行政運営における公正の確保と透明性の向上」を目的として規定しているが、「説明責任（アカウンタビリティ）」という文言を直接規定しているわけではない。本肢は誤り。,238,239,0068.png,行政手続法|目的|行政手続法1条|公正の確保|透明性の向上|アカウンタビリティ,0,,,,pending,,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-068-005,068,行政法,行政手続法,01_目的・対象,5,B,,行政手続法は行政庁も含めた全対象に対し事務処分についての手続規定を置いている。,×,false,行政手続法は行政庁に対してのみ適用され、全対象に対しての手続規定を置いているわけではないため、誤り。,238,239,0068.png,行政手続法|目的|規律対象|適用範囲|事務処分,1,読取揺れ,問題文が小字で正確に読み取れず。answer_symbolは右欄「5 ×」から確認,pending,auto_extracted,GPT復元 2026-04-03,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-068-006,068,行政法,行政手続法,01_目的・対象,6,A,,行政手続法は一般法としての性格を持ち、行政処分手続に関して他の法律に特別の定めがある場合は、その特別規定が優先して適用される。,○,true,行政手続法は行政手続に関する一般法であり（同法1条）、個別の行政法規に特別の手続規定がある場合には、その特別規定が優先的に適用される（特別法優先の原則）。本肢は正しい。,238,239,0068.png,行政手続法|一般法|特別法優先|特別規定|行政手続法1条,0,,,,pending,,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-069-001,069,行政法,行政手続法,01_目的・対象,7,B,,法の規定において用いられる「法令」とは、法律及び法律に基づく命令のみを意味し、条例及び地方公共団体の執行機関の規則はここに含まれない。,×,false,行政手続法上の「法令」とは、法律、法律に基づく命令（施行令を含む）及び条例並びに地方公共団体の規則を含む概念である（行政手続法2条1号参照）。条例を除外するものではなく、本肢は誤り。,240,241,0069.png,行政手続法|法令の定義|行政手続法2条1号|条例|地方公共団体の規則,1,Q文修正済み,問題文が小字で正確に読み取れず。answer_symbolは右欄「7 ×」から確認,pending,done,"危険類型: OCR誤記, Q文逆推測補完。 不整合チェック: 行政手続法2条1号の『法令』の定義が論点。E文は条例・地方公共団体規則も含むと明示しており、Q文が条例を除外していれば answer_symbol=× と整合。 画像確認指示: 画像では左欄7の『条例は含まれない』などの否定表現と、右欄7の×表記を確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-069-002,069,行政法,行政手続法,01_目的・対象,8,C,,行政手続法は、役務的行政処分なるものに公権力の行使に当たる行為のみならず、許認可などの授益的処分についても規律を設けている。,○,true,行政手続法は許認可などの授益的処分についても規律を設けているため、正しい。,240,241,0069.png,行政手続法|処分の定義|行政手続法2条2号|行政手続法3条|適用除外|C問題,1,Q文修正済み,C問題。問題文が小字で正確に読み取れず。answer_symbolは右欄「8 ○」から確認,pending,done,"危険類型: OCR誤記, Q文逆推測補完。 不整合チェック: 税務行政処分等の適用除外に関する問題と思われるが、E文が読取困難で断定度は低い。Q文とE文の適用除外対象が一致しているかを要確認。 画像確認指示: 画像では左欄8の対象行為が『処分の定義』なのか『適用除外』なのか、右欄8の○表記と行政手続法3条の文言を確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-069-003,069,行政法,行政手続法,01_目的・対象,9,B,,補助金の交付申請は、法令に基づかない申請であっても、行政手続法上の「申請」に含まれるものとみなされる。,×,false,行政手続法上の「申請」とは、法令に基づき行政庁の許可・認可・免許その他の自己に対し何らかの利益を付与する処分を求める行為であって、当該法令に定められた手続に従いされるものをいう（行政手続法2条3号）。法令に基づかない申請は行政手続法上の「申請」にあたらず、本肢は誤り。,240,241,0069.png,行政手続法|申請の定義|行政手続法2条3号|法令に基づく申請|要件,1,Q文修正済み,問題文が小字で正確に読み取れず。answer_symbolは右欄「9 ×」から確認,pending,done,"危険類型: OCR誤記, Q文逆推測補完。 不整合チェック: 行政手続法上の『申請』は法令に基づくことが必要。Q文が法令に基づかない行為も申請に含めるなら E文と矛盾し answer_symbol=× と整合。 画像確認指示: 画像では左欄9の『法令に基づかない』『申請』の語、右欄9の×表記を確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-069-004,069,行政法,行政手続法,01_目的・対象,10,B,,補助金の交付申請は、法令に基づかない申請であっても、行政手続法上の申請とみなされる。,×,false,補助金の交付申請は法令に基づく必要があるため、行政手続法上の申請とはみなされないため、誤り。,240,241,0069.png,行政手続法|申請|手続の適正|申請に対する処分|義務,1,Q文修正済み,問題文が小字で正確に読み取れず。answer_symbolは右欄「10 ×」から確認,pending,done,"危険類型: OCR誤記, Q文逆推測補完。 不整合チェック: 申請に対する処分手続に関する問題だが、E文読取困難で具体条文が曖昧。Q文が行政庁に法にない一般的指示義務や補助義務を課していないか確認が必要。 画像確認指示: 画像では左欄10の動詞（『指示する』『教示する』『審査基準を定める』等）と、右欄10の×表記を確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-069-005,069,行政法,行政手続法,01_目的・対象,11,B,,「申請」とは、法令に基づき、申請者本人または申請者以外の第三者に対し何らかの利益を付与する処分を求める行為であって、当該行為に対し行政庁が諾否の応答をすべきこととされているものをいう。,×,false,「申請」は、法令に基づく利益を求める行為ですが、行政代執行は特別法であり、行政手続法の不利益処分の規定には含まれません。したがって、本肢は誤りです。,240,241,0069.png,行政手続法|行政代執行|不利益処分|適用関係|特別法優先,1,Q文修正済み,問題文が小字で正確に読み取れず。answer_symbolは右欄「11 ×」から確認,pending,done,"危険類型: OCR誤記, Q文逆推測補完。 不整合チェック: 行政代執行を行政手続法上の不利益処分に含めるなら、E文の特別法優先・対象外という説明と衝突し answer_symbol=× と整合。 画像確認指示: 画像では左欄11の『不利益処分に当たる』旨、右欄11の×表記を確認。",gpt_explanation,GPT生成 2026-04-03,reviewed
